station_name,wigos_station_identifier,wigos_station_identifier,facility_type,latitude,longitude,elevation,barometer_height,territory_name,WMO Region,Declared reporting status,Assessed reporting status,Last updated by
PUERTO DE LEITARIEGOS,0-724-0-0000000000008052,08052,Land (fixed),42.9942,-6.4142,1530,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
BENAVENTE,0-724-0-0000000000008056,08056,Land (fixed),42.0109,-5.6668,715,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PUERTO DE SAN ISIDRO,0-724-0-0000000000008057,08057,Land (fixed),43.0622,-5.377,1510,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
CERVERA DE PISUERGA,0-724-0-0000000000008058,08058,Land (fixed),42.8706,-4.52,1140,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PUNTA GALEA,0-724-0-0000000000008059,08059,Land (fixed),43.375,-3.0216,90,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
ALTO CAMPOO,0-724-0-0000000000008061,08061,Land (fixed),43.0366,-4.3744,1650,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
MEDINA DE POMAR,0-724-0-0000000000008063,08063,Land (fixed),42.9199,-3.4826,580,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CARRIÓN DE LOS CONDES,0-724-0-0000000000008068,08068,Land (fixed),42.3509,-4.6173,830,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
BELORADO,0-724-0-0000000000008077,08077,Land (fixed),42.4211,-3.1702,820,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
BARDENAS REALES,0-724-0-0000000000008087,08087,Land (fixed),42.1985,-1.4751,295,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ILUNDAIN,0-724-0-0000000000008089,08089,Land (fixed),42.7761,-1.5324,572,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
SOS DEL REY CATÓLICO,0-724-0-0000000000008090,08090,Land (fixed),42.4908,-1.2133,626,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
JACA,0-724-0-0000000000008091,08091,Land (fixed),42.5788,-0.547,823,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
ARAGÜES DEL PUERTO,0-724-0-0000000000008095,08095,Land (fixed),42.708,-0.673,1040,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
FORMIGAL-SARRIOS,0-724-0-0000000000008096,08096,Land (fixed),42.7614,-0.3924,1800,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
BIELSA,0-724-0-0000000000008103,08103,Land (fixed),42.6299,0.2247,992,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ARTIES,0-724-0-0000000000008107,08107,Land (fixed),42.7002,0.8769,1161,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
TALARN,0-724-0-0000000000008112,08112,Land (fixed),42.2047,0.8647,807,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
LA SEO D´URGELL,0-724-0-0000000000008115,08115,Land (fixed),42.3547,1.4627,677,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
LA MOLINA,0-724-0-0000000000008117,08117,Land (fixed),42.3325,1.9394,1703,,Spain,6,Operational,Unknown,José Antonio Fernández Monistrol
RIPOLL,0-724-0-0000000000008118,08118,Land (fixed),42.1913,2.1961,675,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
Sant Julià de Vilatorta,0-724-0-0000000000008119,08119,Land (fixed),41.9262,2.3176,578,,Spain,6,Unknown,Silent,José Miguel Gallardo Fernández
PORQUERES,0-724-0-0000000000008120,08120,Land (fixed),42.1044,2.7636,157,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
LAGUNAS DE SOMOZA,0-724-0-0000000000008123,08123,Land (fixed),42.3774,-6.1966,1020,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
VILLARDECIERVOS,0-724-0-0000000000008125,08125,Land (fixed),41.9415,-6.2796,850,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
VITIGUDINO,0-724-0-0000000000008129,08129,Land (fixed),41.0114,-6.4377,769,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"LA PINILLA, ESTACIÓN DE ESQUÍ",0-724-0-0000000000008143,08143,Land (fixed),41.1919,-3.4751,1798,,Spain,6,Operational,Unknown,José Antonio Fernández Monistrol
ARANDA DE DUERO,0-724-0-0000000000008144,08144,Land (fixed),41.6658,-3.7427,790,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
SOMOSIERRA,0-724-0-0000000000008145,08145,Land (fixed),41.1356,-3.5804,1450,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
BUITRAGO,0-724-0-0000000000008146,08146,Land (fixed),41.0069,-3.6138,1030,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
PALACIOS DE LA SIERRA,0-724-0-0000000000008149,08149,Land (fixed),41.9596,-3.1316,1080,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
SIGÜENZA,0-724-0-0000000000008150,08150,Land (fixed),41.0862,-2.6179,1005,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CALATAYUD,0-724-0-0000000000008156,08156,Land (fixed),41.331,-1.6452,582,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ZARAGOZA-VALDESPARTERA,0-724-0-0000000000008159,08159,Land (fixed),41.6205,-0.935,254,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
ALCAÑIZ,0-724-0-0000000000008164,08164,Land (fixed),41.058,-0.1415,334,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CASPE-PLANA DEL PILÓN,0-724-0-0000000000008165,08165,Land (fixed),41.2425,-0.0686,202,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CALANDA,0-724-0-0000000000008166,08166,Land (fixed),40.9465,-0.2376,466,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
VANDELLÓS,0-724-0-0000000000008169,08169,Land (fixed),40.958,0.8713,32,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
IGUALADA,0-724-0-0000000000008172,08172,Land (fixed),41.5788,1.6177,313,,Spain,6,Operational,Partly operational,ESP NMHS
TÁRREGA,0-724-0-0000000000008173,08173,Land (fixed),41.6505,1.1494,363,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
MANRESA,0-724-0-0000000000008174,08174,Land (fixed),41.7198,1.8402,291,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"BARCELONA,CMT",0-724-0-0000000000008180,08180,Land (fixed),41.3905,2.2,6,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ARENYS DE MAR,0-724-0-0000000000008186,08186,Land (fixed),41.5872,2.54,74,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
SANTA SUSANA,0-724-0-0000000000008188,08188,Land (fixed),41.6508,2.6969,40,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
SAELICES EL CHICO,0-724-0-0000000000008195,08195,Land (fixed),40.635,-6.6,680,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"SALAMANCA,OBS.",0-724-0-0000000000008201,08201,Land (fixed),40.9575,-5.6622,775,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"LA COVATILLA, ESTACIÓN DE ESQUÍ",0-724-0-0000000000008205,08205,Land (fixed),40.355,-5.6898,1960,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
NAVARREDONDA DE GREDOS,0-724-0-0000000000008206,08206,Land (fixed),40.3504,-5.1429,1525,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
SOTILLO DE LA ADRADA,0-724-0-0000000000008208,08208,Land (fixed),40.2885,-4.5909,630,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ROBLEDO DE CHAVELA,0-724-0-0000000000008212,08212,Land (fixed),40.4277,-4.2499,763,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
ALTO DE LOS LEONES,0-724-0-0000000000008217,08217,Land (fixed),40.7063,-4.1418,1532,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
Torrelodones,0-724-0-0000000000008218,08218,Land (fixed),40.5789,-3.9408,879,,Spain,6,Unknown,Silent,José Miguel Gallardo Fernández
"MADRID, C. UNIVERSITARIA",0-724-0-0000000000008220,08220,Land (fixed),40.4516,-3.7241,664,,Spain,6,Operational,Silent,ESPGOS NMHS 
"MADRID,RETIRO",0-724-0-0000000000008222,08222,Land (fixed),40.4118,-3.678,667,,Spain,6,Operational,Silent,ESPGOS NMHS 
ARANJUEZ,0-724-0-0000000000008229,08229,Land (fixed),40.0671,-3.546,540,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CAÑIZARES,0-724-0-0000000000008230,08230,Land (fixed),40.5303,-2.15,928,,Spain,6,Operational,Silent,José Miguel Gallardo Fernández
CASTELLFORT,0-724-0-0000000000008237,08237,Land (fixed),40.4986,-0.1866,1220,,Spain,6,Operational,Partly operational,ESP NMHS
VINAROZ,0-724-0-0000000000008239,08239,Land (fixed),40.5542,0.4296,110,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
SANT JAUME,0-724-0-0000000000008240,08240,Land (fixed),40.6991,0.8097,1,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
VILLAFRANCA,0-724-0-0000000000008241,08241,Land (fixed),40.4332,-0.2556,1130,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CORIA,0-724-0-0000000000008251,08251,Land (fixed),40.0035,-6.5575,313,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PLASENCIA,0-724-0-0000000000008252,08252,Land (fixed),40.043056,-6.085833,415,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
NAVALMORAL DE LA MATA,0-724-0-0000000000008254,08254,Land (fixed),39.9457,-5.5826,269,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
SAN CLEMENTE,0-724-0-0000000000008256,08256,Land (fixed),39.4167,-2.4206,728,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
VALENCIA DE ALCÁNTARA,0-724-0-0000000000008260,08260,Land (fixed),39.4148,-7.2311,444,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
TRUJILLO,0-724-0-0000000000008263,08263,Land (fixed),39.4824,-5.854,503,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
HERRERA DEL DUQUE,0-724-0-0000000000008264,08264,Land (fixed),39.1693,-5.0622,447,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PUEBLA DE DON RODRIGO,0-724-0-0000000000008271,08271,Land (fixed),39.0888,-4.6164,486,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
MADRIDEJOS,0-724-0-0000000000008273,08273,Land (fixed),39.492,-3.5283,690,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
TALAVERA DE LA REINA,0-724-0-0000000000008274,08274,Land (fixed),39.9586,-4.8635,372,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
QUINTANAR DE LA ORDEN,0-724-0-0000000000008275,08275,Land (fixed),39.5975,-3.0469,691,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
TOMELLOSO,0-724-0-0000000000008276,08276,Land (fixed),39.169,-3.0074,662,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
TARANCÓN,0-724-0-0000000000008277,08277,Land (fixed),40.012,-3.0213,808,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CHINCHILLA/CENAD,0-724-0-0000000000008278,08278,Land (fixed),38.9375,-1.6588,880,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"ALBACETE,OBS.",0-724-0-0000000000008279,08279,Land (fixed),39.0055,-1.8623,676,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"UTIEL, LA CUBERA",0-724-0-0000000000008281,08281,Land (fixed),39.5754,-1.2447,758,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
OLIVA,0-724-0-0000000000008282,08282,Land (fixed),38.9288,-0.0958,5,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
POLINYA,0-724-0-0000000000008287,08287,Land (fixed),39.1847,-0.3719,12,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
XÁTIVA,0-724-0-0000000000008290,08290,Land (fixed),39.0016,-0.523,88,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
PALMA-PORTOPÍ,0-724-0-0000000000008301,08301,Land (fixed),39.5533,2.6252,3,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
"SON BONET, AEROPUERTO",0-724-0-0000000000008302,08302,Land (fixed),39.6058,2.7067,49.3,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
SIERRA DE ALFABIA,0-724-0-0000000000008303,08303,Land (fixed),39.7349,2.713,1030,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
LLUC,0-724-0-0000000000008304,08304,Land (fixed),39.8233,2.8858,490,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PORTO COLOM,0-724-0-0000000000008309,08309,Land (fixed),39.4145,3.2716,17,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
PORRERES,0-724-0-0000000000008310,08310,Land (fixed),39.5216,3.0191,120,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
CAPDEPERA-FARO,0-724-0-0000000000008311,08311,Land (fixed),39.7155,3.478,66,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
SA POBLA-SA CANOVA,0-724-0-0000000000008312,08312,Land (fixed),39.7491,3.0166,40,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
Sóller,0-724-0-0000000000008316,08316,Land (fixed),39.795554,2.691486,5,,Spain,6,Unknown,Operational,José Miguel Gallardo Fernández
MÉRIDA,0-724-0-0000000000008331,08331,Land (fixed),38.9158,-6.3856,228,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
DON BENITO,0-724-0-0000000000008333,08333,Land (fixed),38.9555,-5.8804,273,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
HINOJOSA DEL DUQUE,0-724-0-0000000000008335,08335,Land (fixed),38.4983,-5.1214,551,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
LLERENA,0-724-0-0000000000008336,08336,Land (fixed),38.2317,-6.017,655,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
JEREZ DE LOS CABALLEROS,0-724-0-0000000000008337,08337,Land (fixed),38.2985,-6.765,381,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
VISO DEL MARQUÉS,0-724-0-0000000000008345,08345,Land (fixed),38.518,-3.5667,804,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
VILLANUEVA DE CÓRDOBA,0-724-0-0000000000008346,08346,Land (fixed),38.333,-4.6088,750,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
ANDÚJAR,0-724-0-0000000000008347,08347,Land (fixed),38.023,-4.0638,202,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
SANTA ELENA,0-724-0-0000000000008350,08350,Land (fixed),38.3444,-3.5352,770,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
VALDEPEÑAS,0-724-0-0000000000008351,08351,Land (fixed),38.7504,-3.3913,700,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ARROYO DEL OJANCO,0-724-0-0000000000008352,08352,Land (fixed),38.3147,-2.8897,580,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
VILLARRODRIGO,0-724-0-0000000000008354,08354,Land (fixed),38.4892,-2.6375,862,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
HELLÍN,0-724-0-0000000000008355,08355,Land (fixed),38.542,-1.703,646,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
YECLA,0-724-0-0000000000008356,08356,Land (fixed),38.6017,-1.1596,640,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
PINOSO,0-724-0-0000000000008357,08357,Land (fixed),38.3995,-1.0379,575,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"CIEZA, PARQUE DE BOMBEROS",0-724-0-0000000000008363,08363,Land (fixed),38.2327,-1.3805,265,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"CARAVACA,FUENTES DEL MARQUÉS",0-724-0-0000000000008365,08365,Land (fixed),38.1031,-1.8771,643,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"JÁVEA, AYUNTAMIENTO",0-724-0-0000000000008370,08370,Land (fixed),38.7841,0.1666,15,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"ALAJAR, CABEZO MOLINOS",0-724-0-0000000000008380,08380,Land (fixed),37.8686,-6.6749,572,,Spain,6,Operational,Silent,José Antonio Fernández Monistrol
"AYAMONTE, ISLA CANELA",0-724-0-0000000000008381,08381,Land (fixed),37.1947,-7.3949,2,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
EL ARENOSILLO,0-724-0-0000000000008384,08384,Land (fixed),37.0981,-6.7381,41,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CAZALLA DE LA SIERRA,0-724-0-0000000000008392,08392,Land (fixed),37.9263,-5.7697,550,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
ECIJA,0-724-0-0000000000008395,08395,Land (fixed),37.5162,-5.0851,130,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
RODA DE ANDALUCÍA,0-724-0-0000000000008399,08399,Land (fixed),37.1944,-4.7699,410,,Spain,6,Operational,Partly operational,José Antonio Fernández Monistrol
DOÑA MENCIA,0-724-0-0000000000008412,08412,Land (fixed),37.5561,-4.3538,650,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ANTEQUERA-BOBADILLA,0-724-0-0000000000008413,08413,Land (fixed),37.0294,-4.7483,408,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
LOJA,0-724-0-0000000000008414,08414,Land (fixed),37.1611,-4.1527,760,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
"BAZA, CRUZ ROJA",0-724-0-0000000000008424,08424,Land (fixed),37.5058,-2.7349,785,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
LORCA,0-724-0-0000000000008426,08426,Land (fixed),37.6548,-1.6873,312,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ABLA,0-724-0-0000000000008427,08427,Land (fixed),37.1413,-2.78,869,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
HUERCAL OVERA,0-724-0-0000000000008428,08428,Land (fixed),37.3905,-1.9436,300,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
ÁGUILAS,0-724-0-0000000000008432,08432,Land (fixed),37.4172,-1.5868,32,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
CARTAGENA - TENTEGORRA,0-724-0-0000000000008434,08434,Land (fixed),37.6044,-1.0233,55,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
"CÁDIZ,OBS.",0-724-0-0000000000008452,08452,Land (fixed),36.4997,-6.2578,2,,Spain,6,Operational,Silent,ESPGOS NMHS 
SAN FERNANDO,0-724-0-0000000000008453,08453,Land (fixed),36.4655,-6.2055,28,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
GRAZALEMA,0-724-0-0000000000008455,08455,Land (fixed),36.7604,-5.374,913,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
VEJER DE LA FRONTERA,0-724-0-0000000000008457,08457,Land (fixed),36.2455,-5.965,186,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
TARIFA,0-724-0-0000000000008458,08458,Land (fixed),36.0139,-5.5988,32,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
ESTEPONA,0-724-0-0000000000008463,08463,Land (fixed),36.4169,-5.1549,19,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"MÁLAGA,PUERTO",0-724-0-0000000000008479,08479,Land (fixed),36.7166,-4.4197,25,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
FUENGIROLA,0-724-0-0000000000008480,08480,Land (fixed),36.5384,-4.6182,8,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
"MÁLAGA,CMT",0-724-0-0000000000008481,08481,Land (fixed),36.7177,-4.4816,54,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"TORROX,FARO",0-724-0-0000000000008484,08484,Land (fixed),36.7263,-3.9572,3,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"MOTRIL,CLUB NAÚTICO",0-724-0-0000000000008485,08485,Land (fixed),36.7227,-3.5302,12,,Spain,6,Operational,Silent,José Miguel Gallardo Fernández
"ADRA,CLUB NAÚTICO",0-724-0-0000000000008486,08486,Land (fixed),36.7471,-3.0205,8,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
CARBONERAS - FARO MESA ROLDÁN,0-724-0-0000000000008488,08488,Land (fixed),36.9794,-1.903,12,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
ROQUETAS DE MAR-FARO SABINAR,0-724-0-0000000000008492,08492,Land (fixed),36.6869,-2.7016,3,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
ASTÚN - LA RACA,0-724-0-0000000000008909,08909,Land (fixed),42.7931,-0.5053,2275.6,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
"PANTICOSA, PETROSOS",0-724-0-0000000000008915,08915,Land (fixed),42.7044,-0.2753,1850,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"TORLA-ORDESA, EL CEBOLLAR",0-724-0-0000000000008919,08919,Land (fixed),42.6561,-0.1244,1905,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
"CERLER, COGULLA",0-724-0-0000000000008923,08923,Land (fixed),42.555,0.5431,2374.4,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
CAP DE VAQUEIRA,0-724-0-0000000000008936,08936,Land (fixed),42.6919,0.9739,2467,,Spain,6,Operational,Operational,José Miguel Gallardo Fernández
"PORT AINE, L´ORRI",0-724-0-0000000000008938,08938,Land (fixed),42.41,1.2147,2410,,Spain,6,Operational,Partly operational,José Miguel Gallardo Fernández
CAP DE REC,0-724-0-0000000000008940,08940,Land (fixed),42.4303,1.6675,1940,,Spain,6,Operational,Silent,José Miguel Gallardo Fernández
Sierra Nevada,0-724-0-0000000000008980,08980,Land (fixed),37.0631,-3.3869,2856,,Spain,6,Silent,Operational,José Miguel Gallardo Fernández
GIJÓN-CAMPUS,0-724-0-08014,08014,Land (fixed),43.5231,-5.6211,26,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
SAN SEBASTIÁN/FUENTERRABIA,0-724-0-08029,08029,Land (fixed),43.3571,-1.7921,4,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
VILLARRODRIGO,0-724-0-08354,08354,Land (fixed),38.4893,-2.6377,862,,Spain,6,Operational,Unknown,José Miguel Gallardo Fernández
Refugio de Bachimaña,0-724-100-0000000000008921,08921,Land (fixed),42.7799,-0.2276,2200,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"ERISTE, REFUGIO ANGEL ORUS",0-724-100-0000000000008925,08925,Land (fixed),42.6274,0.4573,2150,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
"FANLO, REFUGIO DE GORIZ",0-724-100-0000000000008926,08926,Land (fixed),42.6633,0.015,2200,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
Refugio de La Renclusa,0-724-100-0000000000008929,08929,Land (fixed),42.6693,0.6507,2138,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
Refugio Cap De Llauset,0-724-100-0000000000008931,08931,Land (fixed),42.5963,0.6831,2425,,Spain,6,Operational,Operational,José Antonio Fernández Monistrol
LES MARECOTTES,0-20000-0-06614,06614,Land (fixed),46.1189,7.016606,990,,Switzerland,6,Operational,Operational,CHE NMHS 
"MONTAGNIER, BAGNES",0-20000-0-06615,06615,Land (fixed),46.071019,7.225281,839,,Switzerland,6,Operational,Operational,CHE NMHS 
SIMPLON-DORF,0-20000-0-06654,06654,Land (fixed),46.196942,8.055422,1465,,Switzerland,6,Operational,Operational,CHE NMHS 
LA DOLE (6699-0),0-20000-0-06699,06699,Land (fixed),46.425,6.0991666667,1680,,Switzerland,6,Operational,Unknown,
GENEVE / COINTRIN,0-20000-0-06700,06700,Land (fixed),46.247517,6.12775,410.88,,Switzerland,6,Operational,Operational,CHE NMHS 
LA DOLE (6702-0),0-20000-0-06702,06702,Land (fixed),46.424789,6.099461,1669.75,,Switzerland,6,Operational,Operational,CHE NMHS 
NYON / CHANGINS,0-20000-0-06705,06705,Land (fixed),46.401047,6.227728,455,,Switzerland,6,Operational,Operational,CHE NMHS 
BOUVERET,0-20000-0-06709,06709,Land (fixed),46.393444,6.857011,374,,Switzerland,6,Operational,Operational,CHE NMHS 
AIGLE,0-20000-0-06712,06712,Land (fixed),46.326644,6.924478,381.02,,Switzerland,6,Operational,Operational,CHE NMHS 
COL DES MOSSES,0-20000-0-06713,06713,Land (fixed),46.391522,7.098247,1412,,Switzerland,6,Operational,Operational,CHE NMHS 
LES DIABLERETS,0-20000-0-06714,06714,Land (fixed),46.326747,7.203786,2964,,Switzerland,6,Operational,Operational,CHE NMHS 
EVIONNAZ,0-20000-0-06715,06715,Land (fixed),46.18295,7.026756,482,,Switzerland,6,Operational,Operational,CHE NMHS 
MOTTEC,0-20000-0-06716,06716,Land (fixed),46.147903,7.624042,1580,,Switzerland,6,Operational,Operational,CHE NMHS 
COL DU GRAND ST-BERNARD,0-20000-0-06717,06717,Land (fixed),45.869092,7.170697,2472,,Switzerland,6,Operational,Operational,Lucia Cappelletti
NOVILLE,0-20000-0-06718,06718,Land (fixed),46.3827777778,6.8980555556,373,,Switzerland,6,Operational,Unknown,
SION (6720-0),0-20000-0-06720,06720,Land (fixed),46.218647,7.330211,482,,Switzerland,6,Operational,Operational,CHE NMHS 
BINN,0-20000-0-06721,06721,Land (fixed),46.367667,8.192306,1479,,Switzerland,6,Operational,Operational,CHE NMHS 
EVOLENE / VILLA,0-20000-0-06722,06722,Land (fixed),46.112214,7.508639,1825,,Switzerland,6,Operational,Operational,CHE NMHS 
LES ATTELAS,0-20000-0-06723,06723,Land (fixed),46.099097,7.268658,2735.21,,Switzerland,6,Operational,Operational,CHE NMHS 
MONTANA,0-20000-0-06724,06724,Land (fixed),46.298806,7.460822,1427,,Switzerland,6,Operational,Operational,CHE NMHS 
"BLATTEN, LOETSCHENTAL",0-20000-0-06725,06725,Land (fixed),46.420453,7.823197,1538,,Switzerland,6,Operational,Operational,CHE NMHS 
PLAINE MORTE,0-20000-0-06726,06726,Land (fixed),46.3705555556,7.4866666667,2937,,Switzerland,6,Operational,Unknown,
VISP,0-20000-0-06727,06727,Land (fixed),46.3029,7.842964,639,,Switzerland,6,Operational,Operational,CHE NMHS 
GRAECHEN,0-20000-0-06728,06728,Land (fixed),46.195319,7.836828,1605,,Switzerland,6,Operational,Operational,CHE NMHS 
EGGISHORN,0-20000-0-06739,06739,Land (fixed),46.426533,8.092728,2893,,Switzerland,6,Operational,Operational,CHE NMHS 
ZERMATT,0-20000-0-06748,06748,Land (fixed),46.029275,7.752444,1638.35,,Switzerland,6,Operational,Operational,CHE NMHS 
GORNERGRAT,0-20000-0-06749,06749,Land (fixed),45.983636,7.78575,3129,,Switzerland,6,Operational,Operational,CHE NMHS 
ROBIEI,0-20000-0-06751,06751,Land (fixed),46.443069,8.513386,1896.36,,Switzerland,6,Operational,Operational,CHE NMHS 
CEVIO,0-20000-0-06752,06752,Land (fixed),46.320494,8.603161,417,,Switzerland,6,Operational,Operational,CHE NMHS 
MATRO,0-20000-0-06754,06754,Land (fixed),46.410108,8.924736,2171,,Switzerland,6,Operational,Operational,CHE NMHS 
